2013-07-26 13:59:54,0,0,0
2013-07-26 14:00:54,0,0,0
2013-07-26 14:01:54,0,0,0
2013-07-26 14:02:54,0,0,0
2013-07-26 14:03:54,0,0,0
2013-07-26 14:04:05,0,0,0
2013-07-26 14:04:19,0,0,0
2013-07-26 14:04:47,0,0,0
2013-07-26 14:05:03,0,0,0
2013-07-26 14:05:41,0,0,0
2013-07-26 14:06:32,0,0,0
2013-07-26 14:08:53,0,0,0
2013-07-26 14:09:25,0,0,0
2013-07-26 14:10:18,0,0,0
2013-07-26 14:12:34,0,0,0
2013-07-26 14:15:53,0,0,0
2013-07-26 14:17:00,0,0,0
2013-07-26 14:18:05,0,0,0
2013-07-26 14:18:58,0,0,0
2013-07-26 14:20:14,0,0,0
2013-07-26 14:23:17,0,0,0
2013-07-26 14:23:54,0,0,0
2013-07-26 14:24:59,0,0,0
2013-07-26 14:25:25,0,0,0
2013-07-26 14:26:08,0,0,0
2013-07-26 14:27:08,0,0,0
2013-07-26 14:28:08,17386,17386,0
2013-07-26 14:29:08,36747,36747,0
2013-07-26 14:30:08,56285,56285,0
2013-07-26 14:31:08,74917,74917,0
2013-07-26 14:32:08,95129,95129,0
2013-07-26 14:32:36,0,0,0
2013-07-26 14:33:36,24266,24266,0
2013-07-26 14:34:36,157878,157878,0
2013-07-26 14:35:36,292069,292069,0
2013-07-26 14:36:36,434094,434094,0
2013-07-26 14:37:36,583164,583164,0
2013-07-26 14:38:36,726488,726488,0
2013-07-26 14:39:35,0,0,0
2013-07-26 14:40:51,0,0,0
2013-07-26 14:47:29,0,0,0
2013-07-26 14:49:10,0,0,0
2013-07-26 14:50:10,0,0,0
